age,work_class,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,fifty_k
42,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
34,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
47,State-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
58,State-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
66,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
57,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
53,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
56,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
64,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,>50K
48,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
54,Self-emp-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
24,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
60,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
58,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K
55,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,41,United-States,<=50K
51,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,United-States,<=50K
33,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,Mexico,<=50K
33,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,<=50K
43,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
53,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,<=50K
27,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
36,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,>50K
46,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,47,United-States,<=50K
52,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,48,Cuba,<=50K
30,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,<=50K
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K
66,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,<=50K
53,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Greece,>50K
58,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,Mexico,<=50K
64,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,<=50K
66,Self-emp-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
24,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
58,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
82,Self-emp-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
55,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
71,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K
54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,<=50K
57,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K
55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,<=50K
56,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
48,Self-emp-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,>50K
61,Private,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
62,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,53,United-States,<=50K
61,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,54,United-States,<=50K
63,Local-gov,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,55,United-States,<=50K
28,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,<=50K
69,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,<=50K
48,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,<=50K
45,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K
38,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,United-States,<=50K
61,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,United-States,<=50K
55,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
25,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K
41,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K
37,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
54,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,<=50K
31,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
60,Self-emp-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,<=50K
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K
63,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K
53,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
63,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,>50K
50,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,65,Canada,<=50K
45,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,>50K
49,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,70,Italy,<=50K
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,<=50K
29,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,72,United-States,<=50K
46,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,Greece,<=50K
55,Private,7th-8th,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,75,United-States,<=50K
35,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,75,United-States,<=50K
26,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,75,United-States,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,80,United-States,>50K
38,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,Portugal,<=50K
59,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,85,United-States,<=50K
62,Private,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,91,United-States,<=50K
19,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States,<=50K
53,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Tech-support,Husband,White,Male,99,United-States,<=50K
73,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,99,United-States,>50K
28,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,48,China,<=50K
23,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,30,El-Salvador,<=50K
28,Private,7th-8th,4,Married-civ-spouse,Sales,Other-relative,White,Male,40,United-States,<=50K
19,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,45,Mexico,<=50K
47,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,35,United-States,<=50K
64,State-gov,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,40,United-States,<=50K
42,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Other-service,Wife,Black,Female,50,United-States,<=50K
47,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,Other,Female,40,Puerto-Rico,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Dominican-Republic,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,Hong,<=50K
29,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,40,Mexico,<=50K
60,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
60,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,<=50K
34,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
29,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
27,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States,<=50K
56,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,45,United-States,<=50K
46,Private,7th-8th,4,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,<=50K
38,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,50,Canada,>50K
52,Private,7th-8th,4,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,United-States,<=50K
44,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,55,United-States,<=50K
59,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,99,United-States,<=50K
51,Private,7th-8th,4,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,50,Dominican-Republic,<=50K
42,Local-gov,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,Female,35,Puerto-Rico,<=50K
77,Self-emp-not-inc,7th-8th,4,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,20,Italy,>50K
61,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Guatemala,<=50K
60,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K
46,Private,7th-8th,4,Married-spouse-absent,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K
42,Private,7th-8th,4,Married-spouse-absent,Prof-specialty,Other-relative,White,Male,35,Puerto-Rico,<=50K
63,Private,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,<=50K
39,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,40,Dominican-Republic,<=50K
46,Private,7th-8th,4,Married-spouse-absent,Priv-house-serv,Unmarried,White,Female,24,Guatemala,<=50K
47,Private,7th-8th,4,Married-spouse-absent,Other-service,Unmarried,White,Female,30,United-States,<=50K
36,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,40,Puerto-Rico,<=50K
48,Federal-gov,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K
53,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K
49,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,45,Laos,<=50K
52,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,<=50K
46,State-gov,7th-8th,4,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
42,Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,<=50K
31,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,Other,Female,40,Mexico,<=50K
32,Private,7th-8th,4,Never-married,Priv-house-serv,Not-in-family,White,Female,15,Mexico,<=50K
31,Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,30,Portugal,<=50K
58,Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,33,United-States,<=50K
78,Private,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,Dominican-Republic,<=50K
19,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K
23,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,25,Germany,<=50K
23,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,25,Mexico,<=50K
76,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,30,United-States,<=50K
30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,38,United-States,<=50K
23,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K
26,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K
33,Private,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,40,Mexico,>50K
56,Private,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K
31,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
21,Self-emp-not-inc,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K
33,Private,7th-8th,4,Never-married,Sales,Not-in-family,White,Male,43,Mexico,<=50K
17,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,<=50K
61,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,48,United-States,<=50K
60,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male,48,United-States,>50K
30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
48,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States,<=50K
46,Private,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Male,50,United-States,<=50K
19,Private,7th-8th,4,Never-married,Other-service,Not-in-family,White,Male,60,United-States,>50K
18,Private,7th-8th,4,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,40,Philippines,<=50K
52,Local-gov,7th-8th,4,Never-married,Other-service,Other-relative,Black,Female,40,United-States,<=50K
49,Private,7th-8th,4,Never-married,Prof-specialty,Other-relative,Black,Male,45,United-States,<=50K
17,Private,7th-8th,4,Never-married,Farming-fishing,Other-relative,Other,Male,40,Mexico,<=50K
25,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,40,Dominican-Republic,<=50K
20,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Female,60,Mexico,<=50K
55,Self-emp-not-inc,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,60,United-States,<=50K
28,Self-emp-not-inc,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,99,Mexico,<=50K
69,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Other-relative,White,Male,10,United-States,<=50K
31,Private,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,25,United-States,<=50K
59,Private,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,32,United-States,<=50K
27,Private,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,35,Guatemala,<=50K
49,Private,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,35,United-States,<=50K
23,Private,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,36,United-States,<=50K
24,Private,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Mexico,<=50K
20,Private,7th-8th,4,Never-married,Machine-op-inspct,Other-relative,White,Male,40,United-States,<=50K
25,Private,7th-8th,4,Never-married,Sales,Other-relative,White,Male,45,Guatemala,<=50K
21,Private,7th-8th,4,Never-married,Other-service,Other-relative,White,Male,48,Mexico,<=50K
23,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,Black,Female,40,Dominican-Republic,<=50K
23,Private,7th-8th,4,Never-married,Craft-repair,Own-child,Black,Male,40,United-States,<=50K
52,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Female,7,United-States,<=50K
37,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,25,United-States,<=50K
35,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,30,United-States,<=50K
56,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Female,30,United-States,<=50K
24,Private,7th-8th,4,Never-married,Priv-house-serv,Own-child,White,Female,32,El-Salvador,<=50K
21,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Female,38,United-States,<=50K
18,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K
20,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Female,52,United-States,<=50K
17,Private,7th-8th,4,Never-married,Sales,Own-child,White,Male,8,United-States,<=50K
51,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,19,United-States,<=50K
29,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,30,Mexico,<=50K
18,Private,7th-8th,4,Never-married,Sales,Own-child,White,Male,30,Mexico,<=50K
19,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,32,United-States,<=50K
19,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,33,United-States,<=50K
23,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
39,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,35,United-States,<=50K
39,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,40,Mexico,<=50K
28,Private,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,40,Portugal,<=50K
21,Private,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
34,Self-emp-not-inc,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
30,Self-emp-not-inc,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K
18,Local-gov,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
40,Private,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
23,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
18,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
21,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
24,Private,7th-8th,4,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K
26,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,48,United-States,<=50K
24,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,50,United-States,<=50K
31,Private,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,50,United-States,<=50K
46,Private,7th-8th,4,Never-married,Other-service,Own-child,White,Male,52,United-States,<=50K
36,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Own-child,White,Male,75,United-States,<=50K
19,Private,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,80,United-States,<=50K
33,Private,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,14,Trinadad&Tobago,<=50K
56,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,Black,Female,20,United-States,<=50K
41,Local-gov,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
55,Local-gov,7th-8th,4,Never-married,Other-service,Unmarried,Black,Female,40,United-States,<=50K
34,Self-emp-not-inc,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,Black,Male,10,United-States,<=50K
36,Self-emp-inc,7th-8th,4,Never-married,Craft-repair,Unmarried,Black,Male,40,United-States,<=50K
23,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,Other,Male,36,Mexico,<=50K
24,State-gov,7th-8th,4,Never-married,Tech-support,Unmarried,White,Female,20,United-States,<=50K
22,Private,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,40,Mexico,<=50K
80,Self-emp-not-inc,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,Male,20,United-States,<=50K
19,Private,7th-8th,4,Never-married,Transport-moving,Unmarried,White,Male,25,Guatemala,<=50K
25,Private,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,White,Male,40,El-Salvador,<=50K
26,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,40,Guatemala,<=50K
31,Private,7th-8th,4,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K
21,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K
59,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,Male,40,United-States,<=50K
25,Private,7th-8th,4,Never-married,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K
30,Private,7th-8th,4,Never-married,Machine-op-inspct,Unmarried,White,Male,42,United-States,<=50K
51,Private,7th-8th,4,Separated,Machine-op-inspct,Not-in-family,Black,Female,30,United-States,<=50K
33,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,Black,Male,35,Haiti,<=50K
43,Private,7th-8th,4,Separated,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K
40,Private,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,25,United-States,<=50K
46,Private,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,32,United-States,<=50K
31,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
30,Private,7th-8th,4,Separated,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K
28,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,40,Mexico,<=50K
30,Private,7th-8th,4,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K
30,Private,7th-8th,4,Separated,Farming-fishing,Not-in-family,White,Male,45,Mexico,<=50K
59,Private,7th-8th,4,Separated,Other-service,Own-child,Black,Female,38,United-States,<=50K
24,Private,7th-8th,4,Separated,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
28,Private,7th-8th,4,Separated,Other-service,Own-child,White,Male,60,Mexico,<=50K
60,Private,7th-8th,4,Separated,Priv-house-serv,Unmarried,Black,Female,15,United-States,<=50K
32,Private,7th-8th,4,Separated,Sales,Unmarried,White,Female,35,United-States,<=50K
44,Private,7th-8th,4,Separated,Other-service,Unmarried,White,Female,38,Peru,<=50K
45,Private,7th-8th,4,Separated,Other-service,Unmarried,White,Female,40,Mexico,<=50K
51,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,<=50K
66,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,10,United-States,<=50K
61,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,21,United-States,<=50K
62,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,Black,Female,35,United-States,<=50K
61,Private,7th-8th,4,Widowed,Farming-fishing,Not-in-family,Black,Male,40,United-States,<=50K
58,Private,7th-8th,4,Widowed,Other-service,Not-in-family,Other,Female,30,United-States,<=50K
68,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,10,United-States,<=50K
57,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,10,United-States,<=50K
76,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Female,12,United-States,<=50K
66,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,20,Germany,<=50K
74,State-gov,7th-8th,4,Widowed,Handlers-cleaners,Not-in-family,White,Female,20,United-States,<=50K
67,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
66,Local-gov,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,20,United-States,<=50K
80,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,24,United-States,<=50K
76,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,25,United-States,<=50K
79,Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,30,United-States,<=50K
31,Private,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
70,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,35,United-States,<=50K
62,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
49,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
52,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,40,United-States,<=50K
76,Private,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,40,United-States,<=50K
63,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,41,United-States,<=50K
62,Self-emp-not-inc,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,66,United-States,<=50K
71,Private,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,10,United-States,<=50K
56,Private,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,20,United-States,<=50K
76,Private,7th-8th,4,Widowed,Protective-serv,Not-in-family,White,Male,30,United-States,<=50K
80,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Male,35,United-States,<=50K
71,Private,7th-8th,4,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K
57,Private,7th-8th,4,Widowed,Sales,Other-relative,White,Female,3,United-States,<=50K
65,State-gov,7th-8th,4,Widowed,Other-service,Other-relative,White,Female,24,United-States,<=50K
62,Self-emp-not-inc,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female,35,United-States,<=50K
58,Private,7th-8th,4,Widowed,Farming-fishing,Other-relative,White,Female,45,Guatemala,<=50K
68,Private,7th-8th,4,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,20,United-States,<=50K
61,Private,7th-8th,4,Widowed,Other-service,Unmarried,Black,Female,38,United-States,<=50K
